symbol,ratio,type,2020,2021,2022,2023
AKPI,Interest Coverage Ratio,Solvency,1.6669763352948976,6.051976216762173,6.003144193414416,0.4052241411331197
AKPI,NPM,Profitability,0.029601806835363,0.0546923584239293,0.0629628491398723,-0.0108851329837373
AKPI,Operating Margin,Profitability,0.0460300920712095,0.0966229799263673,0.1009320754767977,0.0059217948688919
AKPI,Quick Ratio,Liquidity,0.6480078374790164,0.6144636457291164,0.6845246464762856,0.8182811217725925
AKPI,ROE,Profitability,0.0502410395142084,0.1010391517822753,0.1103756207255764,-0.0179458241511031
AKPI,ROI,Profitability,0.0314443615365095,0.0576115222674309,0.0696028829205664,-0.0106517580069567
AKRA,Cash Ratio,Liquidity,0.0106443973992246,0.0066387055920466,0.013901399483096,0.0209092683564302
AKRA,Current Ratio,Liquidity,1.576292635655426,1.2918108146811953,1.4043088566131428,1.4458234591343295
AKRA,DER,Solvency,0.4703210084189597,0.3271789973883802,0.275011488344653,0.4109846919789903
AKRA,Debt Ratio,Solvency,0.2203233244390575,0.130059962999724,0.1109536097844896,0.1529936804401674
AKRA,GPM,Profitability,0.1155976719463218,0.0892034409259314,0.0894491939474422,0.1062910065489447
AKRA,Interest Coverage Ratio,Solvency,16.93367780513511,25.49362240910644,53.95289247035759,51.98676973123192
AKRA,NPM,Profitability,0.0522082986115589,0.0432415531044848,0.0505539664749881,0.0660620299183688
AKRA,Operating Margin,Profitability,0.0680313866396677,0.0562945699344198,0.065834246927126,0.0842269830154731
AKRA,Quick Ratio,Liquidity,0.8640809591474012,0.8074734494403563,0.9415119771544872,1.0664819888751893
AKRA,ROE,Profitability,0.1056762571943212,0.1189512838433495,0.2191052032995515,0.2468651585680252
AKRA,ROI,Profitability,0.0730739437749654,0.0917176315291524,0.1758997954189922,0.1792501344122553
ALDO,Cash Ratio,Liquidity,0.0,0.0,0.0154830348928365,0.0274154281739423
ALDO,Current Ratio,Liquidity,1.765546440415566,1.8307714870112743,1.4057089785478034,1.2894196698862177
ALDO,DER,Solvency,0.2725883560080989,0.327455430758618,0.6847114280350926,0.7152371759655128
ALDO,Debt Ratio,Solvency,0.1312557386189879,0.1886781981303025,0.3312509437786823,0.3280863720600073
ALDO,GPM,Profitability,0.2124288162032158,0.201894003932522,0.1821871522638141,0.1378220407941508
ALDO,Interest Coverage Ratio,Solvency,6.153636662118664,11.143000020084756,6.449831800135412,1.0714263345443322
ALDO,NPM,Profitability,0.0457218001141726,0.052055678921722,0.0465821878326874,0.0016452141792024
ALDO,Operating Margin,Profitability,0.086178810065513,0.0980799628450465,0.0740711984237499,0.0280898637207412
ALDO,Quick Ratio,Liquidity,1.0836492231549508,1.1634350839978094,0.6926717035799931,0.7432548454388346
ALDO,ROE,Profitability,0.1101265447590591,0.1087331334721437,0.0860443340839759,0.003383486694014
ALDO,ROI,Profitability,0.0876347116218334,0.0825838180476796,0.0513001726513011,0.0019899597765488
ALII,Current Ratio,Liquidity,0.1833815181842424,0.5333493329820234,0.226362247461043,0.0
ALII,DER,Solvency,-111.91858733268884,4.888986300152418,2.6752090670910715,0.0
ALII,Debt Ratio,Solvency,0.8518160703648805,0.7301044837257669,0.6567762698233557,0.0
ALII,GPM,Profitability,-0.0628414913909835,0.4826285544303726,0.4494959363144756,0.0
ALII,Interest Coverage Ratio,Solvency,-0.2706943067106789,1.6344746626259663,1.4780872051082328,0.0
ALII,NPM,Profitability,-0.5750423244088922,0.3012651398437427,0.2441042074674514,0.0
ALII,Operating Margin,Profitability,-0.3381385666894297,0.4067453933308037,0.3481932066525426,0.0
ALII,Quick Ratio,Liquidity,0.1833815181842424,0.5333493329820234,0.2216500994460686,0.0
ALII,ROE,Profitability,6.455618538142976,1.0410559262302044,0.474351403802796,0.0
ALII,ROI,Profitability,-0.0589085776828543,0.1802904976163961,0.1302029880896822,0.0
ALMI,Current Ratio,Liquidity,0.6504412525745399,1.4111426145379151,1.269156924015189,0.8701775521901445
ALMI,DER,Solvency,-2.199730889493701,0.7961222206851931,0.6049635354577453,0.5175769516676292
ALMI,Debt Ratio,Solvency,0.4150028352693248,0.3116524341842918,0.2759110731304776,0.206654956514951
ALMI,GPM,Profitability,-0.129783386551115,0.0319345897294136,-0.0200420163647574,-0.1207332923342565
ALMI,Interest Coverage Ratio,Solvency,-3.1674992253369068,0.4239663324329863,-1.3769375352989843,-3.104532040785735
ALMI,NPM,Profitability,-0.2781287377917824,0.0003645773594305,-0.0391926503587031,-0.1883201699013584
ALMI,Operating Margin,Profitability,-0.1519270003562947,0.0084489574898247,-0.0332971817110083,-0.1408824121557063
ALMI,Quick Ratio,Liquidity,0.2014328886097351,0.669252048744544,0.342678175751604,0.2994570350723873
ALMI,ROE,Profitability,0.9912884683417852,0.0010164997053624,-0.0942626192001156,-0.467135083423537
ALMI,ROI,Profitability,-0.8262590194373667,0.0005659412781913,-0.0587319382139304,-0.3078164062192783
